wordText,lyricsRank,newYorkTimesRank,rank,googleBooksRank,happs,stdDev,twitterRank
sandwich,-1,-1,539,-1,7.06,1.3763,2463
sharing,3518,4554,540,4124,7.06,1.2843,1885
strong,401,722,541,529,7.06,1.5174,740
talent,-1,3034,542,4877,7.06,0.9775,1306
talented,-1,4996,543,-1,7.06,1.5308,3256
tenderness,3698,-1,544,-1,7.06,1.2683,-1
weddings,-1,504,545,-1,7.06,1.6587,-1
dove,2276,-1,546,-1,7.04,1.4428,-1
awsome,-1,-1,547,-1,7.04,1.7952,4880
cherry,2587,-1,548,-1,7.04,1.4563,3311
daughter,1698,272,549,1265,7.04,1.8066,1258
eat,639,2972,550,2093,7.04,1.4563,228
favorite,1495,2048,551,4519,7.04,1.6532,501
girlfriend,1695,-1,552,-1,7.04,1.6283,2260
hoping,1203,2905,553,-1,7.04,1.1421,906
impressive,-1,4363,554,-1,7.04,1.0294,4271
loyalty,-1,-1,555,4526,7.04,1.7723,-1
parent,-1,2209,556,2581,7.04,1.293,4646
relationship,4256,1430,557,691,7.04,1.293,1990
safe,873,2119,558,2024,7.04,1.6157,579
scholarship,-1,2975,559,-1,7.04,1.6532,-1
shining,837,-1,560,-1,7.04,1.7608,3585
sunrise,2605,-1,561,-1,7.04,1.7952,3659
yoga,-1,-1,562,-1,7.04,1.5903,2695
respects,-1,-1,563,3820,7.02,1.6176,-1
fairy,3337,-1,564,-1,7.02,1.4789,-1
humanity,4154,-1,565,3146,7.02,1.6265,-1
productivity,-1,-1,566,3778,7.02,1.3148,-1
brave,1741,-1,567,4617,7.02,1.2856,2714
colours,2974,-1,568,-1,7.02,1.3775,-1
correct,4564,3134,569,1486,7.02,1.4913,2937
dad,1429,4297,570,-1,7.02,2.1236,672
daddy,573,-1,571,-1,7.02,1.7201,1767
dollar,1229,1281,572,4001,7.02,1.5185,1162
easily,2155,2270,573,948,7.02,1.6349,2438
fans,2906,1794,574,-1,7.02,1.2534,709
goal,3122,1139,575,1964,7.02,1.2204,1726
hawaii,-1,-1,576,-1,7.02,1.6841,2994
honestly,4321,-1,577,-1,7.02,1.5713,2091
inspiration,3205,3379,578,4622,7.02,1.4497,2692
olympics,-1,2083,579,-1,7.02,1.3476,2500
saints,3778,-1,580,4749,7.02,1.7201,1700
sleeping,1023,-1,581,4686,7.02,1.672,958
wisdom,2050,2824,582,2168,7.02,1.5583,3025
believed,1884,1462,583,1256,7,1.2778,-1
better,147,359,584,306,7,1.2778,142
color,1347,2204,585,1315,7,1.3702,789
colors,1744,4050,586,4062,7,1.7496,3047
dad's,-1,-1,587,-1,7,1.3851,-1
determination,-1,-1,588,2086,7,1.4142,-1
discovered,-1,2593,589,1604,7,1.2454,2262
gentlemen,3049,-1,590,3472,7,1.4289,-1
girl,101,1923,591,1130,7,1.1606,127
harmony,2685,-1,592,3714,7,1.4434,-1
hello,798,-1,593,-1,7,1.5119,681
hopes,1909,1829,594,3248,7,1.5518,2723
noble,-1,-1,595,2375,7,1.6036,-1
praised,-1,4285,596,-1,7,1.3851,-1
reliable,-1,-1,597,4231,7,1.4846,-1
trip,1043,1596,598,3013,7,1.5518,677
agreed,-1,735,599,1512,6.98,1.3013,2440
approval,-1,1835,600,3524,6.98,1.2036,-1
brothers,1115,716,601,2410,6.98,1.4497,1493
concerts,-1,3270,602,-1,6.98,1.5451,-1
cooperation,-1,3280,603,2824,6.98,1.3775,-1
encouraged,-1,4055,604,3073,6.98,1.237,-1
giving,761,1214,605,973,6.98,1.1516,640
goals,-1,1866,606,2284,6.98,1.2036,3003
ideal,-1,4874,607,1761,6.98,1.7082,-1
intellectual,-1,4126,608,1652,6.98,1.2856,-1
invitation,4781,-1,609,-1,6.98,1.3323,-1
marry,2527,-1,610,3751,6.98,1.868,2964
musician,-1,4916,611,-1,6.98,1.237,-1
outdoors,-1,4411,612,-1,6.98,1.6962,-1
photography,-1,1677,613,-1,6.98,1.4913,2754
plenty,1836,3305,614,4041,6.98,1.2204,2473
rome,4446,3750,615,1612,6.98,1.4213,-1
trees,937,2743,616,1296,6.98,1.5971,2580
trips,4319,3985,617,-1,6.98,1.3169,-1
unique,-1,3782,618,2278,6.98,1.4356,2825
wildlife,-1,4215,619,-1,6.98,1.6841,-1
lullaby,3215,-1,620,-1,6.98,1.931,-1
thrills,4535,-1,621,-1,6.98,1.3306,-1
abroad,-1,2404,622,2864,6.96,1.2282,-1
bath,3628,-1,623,4096,6.96,1.261,1219
benefit,-1,1039,624,1541,6.96,1.3087,3195
birds,1268,4442,625,2277,6.96,1.428,2872
dads,-1,-1,626,-1,6.96,1.4702,4402
elegant,-1,4481,627,-1,6.96,1.9268,-1
eternally,3459,-1,628,-1,6.96,1.7138,-1
fair,1165,1274,629,1348,6.96,1.261,1229
fancy,2349,-1,630,4192,6.96,1.3696,2643
great-grandfather,-1,-1,631,-1,6.96,1.7257,-1
imagination,2388,4945,632,2389,6.96,1.3547,-1
improving,-1,4506,633,4723,6.96,0.8797,-1
mountains,1563,-1,634,1960,6.96,1.1945,4720
ocean,905,2765,635,2566,6.96,1.7138,1989
pancakes,-1,-1,636,-1,6.96,1.2115,1973
photograph,3718,3626,637,-1,6.96,1.5644,-1
praying,2023,-1,638,-1,6.96,1.7492,2135
present,2700,1099,639,191,6.96,1.2771,955
reunion,-1,-1,640,-1,6.96,1.6283,2556
safely,-1,-1,641,-1,6.96,1.4563,4647
saving,2619,4611,642,3825,6.96,1.261,2376
singing,731,3079,643,3689,6.96,1.7019,1042
songs,863,1519,644,3261,6.96,1.8731,751
sunny,1851,-1,645,-1,6.96,2.0894,1596
terrific,-1,-1,646,-1,6.96,2.0796,-1
theater,-1,246,647,4729,6.96,1.5513,2581
vanilla,-1,-1,648,-1,6.96,1.3395,3969
adore,1846,-1,649,-1,6.96,1.8592,-1
gentleman,-1,-1,650,2801,6.96,1.7254,-1
autumn,2850,-1,651,4471,6.94,1.5039,4537
cinema,-1,-1,652,-1,6.94,1.596,3728
college,3431,158,653,684,6.94,1.4201,853
concert,-1,1271,654,-1,6.94,1.2022,1118
correctly,-1,-1,655,4820,6.94,1.3311,-1
cozy,-1,-1,656,-1,6.94,1.4626,4734
dear,651,579,657,1454,6.94,1.544,596
earning,-1,4951,658,-1,6.94,1.5308,-1
earns,-1,1905,659,-1,6.94,1.0956,-1
gardening,-1,3624,660,-1,6.94,1.2683,-1
girls,389,2378,661,1472,6.94,1.4626,419
massage,-1,-1,662,-1,6.94,1.6587,3123
outdoor,-1,4278,663,-1,6.94,1.2357,-1
photos,-1,-1,664,-1,6.94,1.1678,954
piano,3141,2197,665,-1,6.94,1.2683,2941
sea,502,1777,666,588,6.94,1.2843,1653
trusted,4093,-1,667,-1,6.94,1.5331,-1
albums,-1,-1,668,-1,6.92,1.3223,4149
dignity,4779,4347,669,3521,6.92,1.1753,-1
favored,-1,4467,670,-1,6.92,1.3529,-1
fitness,-1,-1,671,-1,6.92,1.7478,2647
game,292,306,672,1514,6.92,1.6015,115
healing,2739,-1,673,4569,6.92,1.3974,4556
learned,897,1643,674,1146,6.92,1.5232,1655
learning,2185,2445,675,799,6.92,1.3529,1377
prayers,2465,-1,676,4624,6.92,1.8499,2358
promote,-1,3390,677,3231,6.92,1.066,3366
secure,-1,4137,678,2019,6.92,1.2911,3497
spa,-1,-1,679,-1,6.92,1.4824,4286
unity,4957,-1,680,2042,6.92,1.7478,-1
wish,293,1880,681,1092,6.92,1.4961,141
youtube,-1,-1,682,-1,6.92,1.5097,522
favour,-1,-1,683,2681,6.92,1.5253,-1
clean,845,2184,684,2441,6.9,1.8979,805
dynamic,-1,-1,685,2947,6.9,1.3132,-1
encourage,-1,3025,686,3447,6.9,1.6812,-1
infant,-1,-1,687,3222,6.9,1.7642,-1
jewelry,-1,4747,688,-1,6.9,1.5017,3454
necklace,-1,-1,689,-1,6.9,1.165,4445
paintings,-1,2068,690,-1,6.9,1.594,-1
stability,-1,-1,691,2772,6.9,1.488,-1
voyage,-1,-1,692,4256,6.9,1.3286,-1
worthy,3664,-1,693,2857,6.9,1.6812,-1
fulfill,4721,-1,694,-1,6.9,1.3423,-1
eternity,1755,-1,695,-1,6.9,1.9596,-1
accuracy,-1,-1,696,3405,6.88,1.1718,-1
bookstores,-1,2180,697,-1,6.88,1.4518,-1
breeze,1360,-1,698,-1,6.88,1.3346,4464
bunny,-1,-1,699,-1,6.88,1.7916,2416
cheese,2119,4972,700,-1,6.88,1.4377,1088
comics,-1,-1,701,-1,6.88,1.3498,4821
donated,-1,-1,702,-1,6.88,1.2395,4633
easter,-1,-1,703,-1,6.88,1.698,1683
education,4501,466,704,337,6.88,1.6117,1210
email,-1,-1,705,-1,6.88,1.3192,714
farmer,-1,-1,706,4030,6.88,1.6243,-1
female,3266,2781,707,1250,6.88,1.272,1839
flavor,3203,-1,708,-1,6.88,1.2229,-1
friday,1719,190,709,-1,6.88,1.686,371
moms,3111,-1,710,-1,6.88,1.7687,2055
photo,-1,4597,711,-1,6.88,1.3944,840
pillow,2252,-1,712,-1,6.88,1.2229,2716
pure,1279,4895,713,1475,6.88,1.3498,2275
saved,1418,4157,714,3041,6.88,1.507,2291
shakespeare,-1,-1,715,4262,6.88,1.7802,-1
survived,4680,143,716,-1,6.88,1.4797,4911
taste,667,2916,717,2256,6.88,1.272,861
valued,-1,4287,718,-1,6.88,1.1183,-1
vitamin,-1,-1,719,4891,6.88,1.3797,-1
infants,-1,-1,720,4162,6.88,1.6283,-1
silk,4317,-1,721,4432,6.88,1.4525,-1
dreamed,1620,-1,722,-1,6.87,1.3922,-1
#music,-1,-1,723,-1,6.86,1.8953,-1
acceptance,-1,-1,724,2923,6.86,1.2779,-1
banana,4566,-1,725,-1,6.86,1.2938,3130
breakfast,3142,4367,726,4293,6.86,1.143,733
cooperative,-1,-1,727,4780,6.86,1.3999,-1
dancer,3004,4444,728,-1,6.86,1.5388,4387
grace,1074,1851,729,1919,6.86,1.5254,2936
greatly,-1,2066,730,1686,6.86,1.3403,-1
guarantee,3412,3940,731,4700,6.86,1.3095,-1
improved,-1,2878,732,2318,6.86,1.3554,-1
improvement,-1,3541,733,2027,6.86,1.2618,-1
independent,4531,1166,734,980,6.86,1.8071,4258
liking,-1,-1,735,-1,6.86,0.8809,3424
paris,2895,1363,736,956,6.86,1.6661,1997
pasta,-1,-1,737,-1,6.86,1.4144,2052
photographs,-1,2105,738,-1,6.86,1.4984,-1
recipes,-1,-1,739,-1,6.86,1.3095,3829
relationships,-1,4448,740,1502,6.86,1.125,3725
relief,3699,2091,741,1868,6.86,1.6037,2319
sailing,2582,-1,742,-1,6.86,1.4848,-1
science,3530,685,743,522,6.86,1.578,1561
seas,2081,-1,744,-1,6.86,1.6289,-1
toast,2473,-1,745,-1,6.86,1.4144,2957
truly,1649,2289,746,2145,6.86,0.9691,1491
platinum,2218,-1,747,-1,6.86,1.8484,-1
superstar,3214,-1,748,-1,6.86,1.9685,-1
understands,3366,-1,749,-1,6.86,1.2076,-1
accurately,-1,-1,750,4841,6.84,1.4619,-1
advantage,4780,2190,751,1295,6.84,1.2835,2377
belonging,-1,-1,752,3321,6.84,1.2993,-1
buddy,2552,-1,753,-1,6.84,1.0568,1962
childhood,3773,3976,754,2817,6.84,1.8556,4236
daylight,2255,-1,755,-1,6.84,1.4049,4943
discover,2848,-1,756,3090,6.84,1.4049,3053
forgiveness,3041,-1,757,-1,6.84,1.9832,-1
great-grandmother,-1,-1,758,-1,6.84,1.8223,-1
hopefully,-1,-1,759,-1,6.84,1.5167,804
horses,2658,4975,760,2103,6.84,1.4758,-1
interested,-1,1840,761,1645,6.84,1.0947,1440
kid,693,4164,762,-1,6.84,1.4758,732
live,155,533,763,653,6.84,1.5167,187
lol,-1,-1,764,-1,6.84,1.7884,42
movie,1452,1082,765,-1,6.84,1.9832,158
popularity,-1,4766,766,-1,6.84,1.5696,-1
solution,3291,2492,767,722,6.84,1.3756,3088
swim,1791,-1,768,-1,6.84,1.2993,3319
toy,2483,-1,769,-1,6.84,2.034,1318
understanding,2679,2599,770,786,6.84,1.1669,3988
universe,2080,-1,771,2597,6.84,1.2835,2870
woman,359,575,772,473,6.84,1.6458,454
woohoo,-1,-1,773,-1,6.84,2.044,2788
rivers,2537,-1,774,3306,6.84,1.5322,-1
sail,1368,-1,775,-1,6.84,1.5592,-1
cared,2229,-1,776,-1,6.83,1.2738,-1
active,-1,1504,777,941,6.82,1.7692,3815
artists,-1,1356,778,3507,6.82,1.4241,2763
babe,561,-1,779,-1,6.82,1.2728,1582
believes,3615,2859,780,4318,6.82,1.1899,-1
born,474,656,781,785,6.82,1.6499,1613
champagne,2724,-1,782,-1,6.82,1.746,4435
compassion,-1,4599,783,-1,6.82,1.9026,-1
completed,-1,1375,784,1978,6.82,1.3656,3342
create,2644,1196,785,1286,6.82,1.1008,1332
dedicated,3955,2178,786,4531,6.82,1.32,4526
experienced,-1,3829,787,2057,6.82,1.1726,-1
fathers,4230,-1,788,3332,6.82,1.826,-1
first,256,74,789,73,6.82,1.4803,133
gains,-1,1244,790,4440,6.82,1.4803,-1
heal,1480,-1,791,-1,6.82,1.4525,3950
new,168,25,792,66,6.82,1.1373,41
significant,-1,1606,793,789,6.82,1.0821,-1
singer,3172,1627,794,-1,6.82,1.4525,2728
surprisingly,-1,-1,795,-1,6.82,1.32,4564
young,350,371,796,280,6.82,1.2403,464
mansion,4390,-1,797,-1,6.82,1.6288,-1
prevail,4979,-1,798,-1,6.82,1.7281,-1
qualified,-1,-1,799,4372,6.81,1.5664,-1
air,458,555,800,395,6.8,1.6537,378
amazon,-1,-1,801,-1,6.8,1.5386,1934
animal,2133,3132,802,1281,6.8,1.8516,1982
bedroom,2231,-1,803,-1,6.8,1.4428,2680
camera,3158,3355,804,4455,6.8,1.2936,1313
cream,1576,4085,805,-1,6.8,1.2936,1076
dreamer,3319,-1,806,-1,6.8,1.4983,-1
forgiven,4402,-1,807,-1,6.8,1.5253,-1
highest,3033,2072,808,1482,6.8,1.7613,4503
horse,1735,1225,809,1473,6.8,1.5119,1544
magic,777,3117,810,3857,6.8,1.7613,1560
manners,-1,-1,811,4339,6.8,1.2454,-1
naturally,4758,-1,812,1888,6.8,1.6036,-1
novels,-1,3894,813,4411,6.8,1.6903,-1
performers,-1,3596,814,-1,6.8,1.2617,-1
pies,4188,-1,815,-1,6.8,1.3702,-1
protect,2079,1650,816,2253,6.8,1.4142,3269
santa,1454,1806,817,4094,6.8,1.7728,1124
shared,1980,2516,818,2237,6.8,1.3401,4034
smooth,1731,-1,819,3084,6.8,1.178,2357
together,264,723,820,349,6.8,1.5908,609
uncle,2295,1670,821,3058,6.8,1.5649,2742
efficient,-1,-1,822,2690,6.8,1.5135,-1
elevated,-1,-1,823,4439,6.8,1.1899,-1
cafe,4289,3449,824,-1,6.78,1.4469,1920
coke,1885,-1,825,-1,6.78,1.6199,2930
completion,-1,-1,826,4666,6.78,1.3445,-1
coolest,-1,-1,827,-1,6.78,1.8103,3786
creation,2786,3644,828,1706,6.78,1.4039,-1
dogs,1363,3684,829,3480,6.78,1.8215,1230
effectiveness,-1,-1,830,3757,6.78,1.2664,-1
esteemed,-1,2251,831,-1,6.78,1.4039,-1
finished,2940,1325,832,2127,6.78,1.4184,536
glee,-1,-1,833,-1,6.78,1.8658,2903
green,670,932,834,1013,6.78,1.6938,376
heartbeat,2396,-1,835,-1,6.78,1.7058,-1
island,1808,320,836,1063,6.78,1.5425,1527
jukebox,4447,-1,837,-1,6.78,1.5817,-1
medal,-1,3505,838,-1,6.78,1.4327,4209
mom's,-1,-1,839,-1,6.78,1.6199,-1
museums,-1,4234,840,-1,6.78,1.7177,-1
painting,4705,2403,841,2830,6.78,1.1657,2611
pie,1943,-1,842,-1,6.78,1.7177,1031
pool,2244,2757,843,4091,6.78,1.4609,1961
reading,3495,1529,844,772,6.78,1.4609,473
real,177,357,845,410,6.78,1.2002,234
ruby,3478,-1,846,-1,6.78,1.2664,-1
share,724,141,847,1093,6.78,1.4039,850
sons,2600,636,848,1943,6.78,1.6199,-1
traveling,4131,3692,849,-1,6.78,1.6695,4012
variety,-1,2245,850,1154,6.78,1.3138,-1
wonders,3462,-1,851,-1,6.78,1.8876,3128
worth,656,862,852,1352,6.78,1.3445,662
guaranteed,3688,-1,853,-1,6.78,1.1773,-1
raindrops,4708,-1,854,-1,6.78,1.4181,-1
visions,2224,-1,855,-1,6.78,1.3733,-1
pearls,3681,-1,856,-1,6.77,1.7041,-1
america,1571,471,857,576,6.76,1.5194,1090
easy,395,1424,858,1040,6.76,1.598,381
effective,-1,1425,859,882,6.76,1.2867,3575
future,719,572,860,494,6.76,1.4223,811
humans,-1,-1,861,4109,6.76,1.4507,4693
intimate,-1,-1,862,4212,6.76,1.3024,-1
married,1945,1002,863,1178,6.76,1.8468,1698
muffin,-1,-1,864,-1,6.76,1.2382,4199
papa,2127,-1,865,-1,6.76,1.9332,4155
plus,901,1603,866,2392,6.76,1.4923,835
popcorn,-1,-1,867,-1,6.76,1.8245,3771
savior,2900,-1,868,-1,6.76,1.6233,-1
seasons,2447,2698,869,-1,6.76,1.2216,4390
shop,1965,2146,870,2905,6.76,1.0412,858
sister,1003,302,871,1775,6.76,1.6483,894
style,679,1148,872,1068,6.76,1.6233,1194
supporter,-1,3485,873,-1,6.76,1.2216,-1
switzerland,-1,3822,874,-1,6.76,1.5059,-1
tenderly,4748,-1,875,-1,6.76,1.6233,-1
top,475,606,876,805,6.76,1.5194,379
oxygen,-1,-1,877,2378,6.76,1.422,-1
rhyme,858,-1,878,-1,6.76,1.1995,-1
allright,4282,-1,879,-1,6.74,1.5624,-1
american,1607,83,880,188,6.74,1.5228,564
artist,4613,1369,881,2972,6.74,1.4401,1480
capable,-1,4359,882,1782,6.74,1.6759,-1
complete,1657,1615,883,638,6.74,1.2423,1242
convenient,-1,-1,884,3640,6.74,1.2257,-1
courtesy,-1,-1,885,4164,6.74,1.0844,4634
donate,-1,-1,886,-1,6.74,1.3372,2199
drinks,2508,-1,887,-1,6.74,1.4259,1614
father's,-1,-1,888,2762,6.74,1.3822,-1
fine,406,1093,889,851,6.74,1.3674,735
focused,-1,3106,890,3800,6.74,1.1395,4448
guitars,4588,-1,891,-1,6.74,1.3969,-1
hi,1842,-1,892,3701,6.74,1.0654,534
integrity,-1,3176,893,4299,6.74,1.5093,-1
justice,2643,609,894,895,6.74,1.9568,1884
lake,2261,1407,895,1564,6.74,1.6759,1240
mankind,3295,-1,896,3265,6.74,1.6011,-1
mentor,-1,4576,897,-1,6.74,1.1214,-1
merit,-1,-1,898,3989,6.74,1.209,-1
performance,-1,700,899,820,6.74,1.3372,1635
plant,3245,1149,900,1131,6.74,1.3524,2023
prepared,2599,1897,901,1123,6.74,1.0654,3698
raise,1048,1229,902,2293,6.74,1.209,2121
romeo,3005,-1,903,-1,6.74,1.712,-1
shiny,2970,-1,904,-1,6.74,1.2257,4723
sugar,1055,3564,905,2246,6.74,1.9358,1152
surprising,-1,4537,906,3762,6.74,1.2906,-1
technology,-1,553,907,1228,6.74,1.4957,1773
treat,841,3487,908,2925,6.74,1.712,1326
university,-1,92,909,247,6.74,1.3822,2245
wishing,1497,-1,910,-1,6.74,1.0461,1471
yes,235,1909,911,896,6.74,1.4542,207
desires,3329,-1,912,3690,6.73,1.4688,-1
wished,3243,-1,913,2673,6.73,1.4109,-1
4-bedroom,-1,-1,914,-1,6.72,1.4988,-1
attract,-1,4042,915,-1,6.72,1.1436,-1
bike,4354,-1,916,-1,6.72,1.3856,1478
car,481,764,917,1336,6.72,2.1,208
civilization,-1,-1,918,3004,6.72,1.3099,-1
classy,-1,-1,919,-1,6.72,1.0309,-1
confirmed,-1,3058,920,3152,6.72,1.2296,4011
costumes,-1,3372,921,-1,6.72,1.1256,-1
creating,-1,2441,922,2629,6.72,1.1613,2701
culture,3784,1284,923,642,6.72,1.8075,2985
finish,2324,2355,924,4337,6.72,1.4148,830
gallery,-1,1342,925,4979,6.72,1.2784,3250
knowing,985,3552,926,2123,6.72,1.3559,1966
lifelong,-1,4413,927,-1,6.72,1.4434,-1
momma,1197,-1,928,-1,6.72,1.7384,3735
neat,-1,-1,929,-1,6.72,1.4434,3979
niece,-1,4070,930,-1,6.72,1.3559,4434
online,-1,1812,931,-1,6.72,1.2784,321
orchestra,-1,1653,932,-1,6.72,1.3708,3590
plays,1796,1478,933,2202,6.72,1.5784,2157
revenue,-1,911,934,2641,6.72,1.5258,-1
shower,2740,-1,935,-1,6.72,1.5124,809
spiritual,3968,4679,936,1347,6.72,1.9487,-1
surprised,2677,3097,937,3356,6.72,1.3559,1169
tremendous,-1,4219,938,-1,6.72,1.5913,-1
values,-1,2534,939,583,6.72,1.5654,-1
villages,-1,-1,940,3089,6.72,1.3708,-1
warm,702,2553,941,2095,6.72,1.7961,815
doggy,3981,-1,942,-1,6.71,2.1794,-1
hallelujah,2347,-1,943,-1,6.71,1.9896,-1
candle,2033,-1,944,-1,6.71,1.5704,-1
secured,-1,-1,945,3422,6.71,1.1478,-1
valid,-1,-1,946,3404,6.71,1.4434,-1
agree,2384,1854,947,2070,6.7,1.1824,799
anniversary,-1,2682,948,-1,6.7,1.8434,2174
antiques,-1,3928,949,-1,6.7,1.374,-1
believe,156,638,950,539,6.7,1.594,420
bucks,3472,-1,951,-1,6.7,1.6812,2975
cruise,2798,4514,952,-1,6.7,1.9614,3290
dancers,-1,3068,953,-1,6.7,1.6067,-1
dine,4951,-1,954,-1,6.7,1.4033,-1
dog,596,2578,955,2305,6.7,1.8434,343
florida,-1,859,956,4308,6.7,1.6568,1658
grandsons,-1,4595,957,-1,6.7,1.9086,-1
grants,-1,3912,958,4733,6.7,1.2495,-1
hired,-1,2663,959,-1,6.7,1.488,-1
learn,551,1651,960,1175,6.7,1.4178,385
marriage,-1,1246,961,1050,6.7,2.27,2444
mum,-1,-1,962,-1,6.7,1.7525,1833
partner,3371,889,963,3485,6.7,1.2495,3006
productive,-1,-1,964,3737,6.7,1.1294,2150
rockin,2602,-1,965,-1,6.7,1.7525,4502
teaches,-1,2248,966,-1,6.7,1.0926,-1
treats,4892,-1,967,-1,6.7,1.5682,4886
tv,856,1160,968,4174,6.7,1.5017,355
water,487,713,969,177,6.7,1.2164,407
grin,2938,-1,970,-1,6.69,1.7465,-1
invention,-1,-1,971,4708,6.69,1.3103,-1
virtues,-1,-1,972,4675,6.69,1.4318,-1
brains,1989,-1,973,-1,6.69,1.4754,-1
sensation,3107,-1,974,4614,6.68,1.4004,-1
ability,-1,1620,975,1023,6.68,0.9988,3332
ace,4136,4915,976,-1,6.68,1.6835,2475
animals,3445,2677,977,1097,6.68,2.0247,2654
bake,-1,-1,978,-1,6.68,1.4061,2789
bridegroom,-1,1239,979,-1,6.68,1.4205,-1
desire,921,3053,980,976,6.68,1.3619,2452
famous,2382,2625,981,1733,6.68,2.0045,1059
forest,2546,1468,982,1739,6.68,1.5706,3909
fountain,4295,-1,983,-1,6.68,1.2848,-1
goodmorning,-1,-1,984,-1,6.68,1.9213,4471
greater,3439,1414,985,456,6.68,1.3161,3772
grow,621,2191,986,1949,6.68,1.2196,1451
heritage,-1,3959,987,-1,6.68,1.3468,-1
landscape,-1,3658,988,3645,6.68,1.1683,-1
liberties,-1,4434,989,-1,6.68,1.7076,-1
living,336,755,990,514,6.68,1.2196,720
lyrics,1291,4534,991,-1,6.68,1.5576,2156
mercy,1162,-1,992,3765,6.68,1.7664,-1
museum,-1,418,993,2295,6.68,1.463,1844
novel,-1,827,994,1837,6.68,1.463,3639
palace,4831,4744,995,2851,6.68,1.6468,4320
pianist,-1,2612,996,-1,6.68,1.4061,-1
potential,-1,1248,997,919,6.68,1.0774,2794
power,569,427,998,158,6.68,1.4907,369
privilege,-1,-1,999,4038,6.68,1.6468,-1
proceed,4645,-1,1000,2873,6.68,1.2526,-1
promised,1464,2535,1001,2852,6.68,1.0774,4678
river,616,1024,1002,579,6.68,1.3316,1364
scotland,-1,-1,1003,3016,6.68,1.4907,-1
shares,-1,474,1004,3442,6.68,1.2196,3670
skating,-1,4730,1005,-1,6.68,1.2848,3885
thanx,-1,-1,1006,-1,6.68,1.8565,2777
theatre,-1,-1,1007,2541,6.68,1.5312,3287
tours,-1,3159,1008,-1,6.68,1.5312,-1
well,109,189,1009,93,6.68,1.2526,108
acceptable,-1,-1,1010,3612,6.67,1.2143,-1
possibilities,-1,-1,1011,3213,6.67,1.4774,-1
accurate,-1,-1,1012,2759,6.67,1.0383,-1
candles,3327,-1,1013,-1,6.67,1.4923,-1
approve,-1,4141,1014,-1,6.66,1.5986,-1
assets,-1,1268,1015,3259,6.66,1.6239,-1
aunt,-1,1625,1016,4364,6.66,1.5729,3297
career,4439,726,1017,1806,6.66,1.423,1666
charms,3799,-1,1018,-1,6.66,1.3793,-1
communicate,-1,-1,1019,4894,6.66,1.0224,-1
competent,-1,-1,1020,4945,6.66,1.6856,-1
currency,-1,1890,1021,3739,6.66,1.5201,-1
dedication,-1,4402,1022,-1,6.66,1.3644,-1
dvd,-1,-1,1023,-1,6.66,1.4086,1134
eligible,-1,4312,1024,-1,6.66,1.2715,-1
fan,2271,3899,1025,-1,6.66,1.0422,585
firefighters,-1,4666,1026,-1,6.66,1.423,-1
greet,3670,-1,1027,-1,6.66,1.5598,4910
motivation,-1,-1,1028,4825,6.66,1.4514,4266
nieces,-1,1628,1029,-1,6.66,1.4514,-1
personality,4849,4269,1030,1861,6.66,1.5201,4569
powers,3421,2858,1031,1008,6.66,1.3188,-1
raises,-1,4392,1032,-1,6.66,1.6239,4905
sculpture,-1,3785,1033,-1,6.66,1.2554,-1
survivors,-1,1987,1034,-1,6.66,1.3342,-1
tea,2503,4751,1035,2962,6.66,1.6612,722
television,3357,344,1036,2472,6.66,1.5858,3669
tour,2868,1109,1037,4475,6.66,1.4654,927
pony,4376,-1,1038,-1,6.65,1.4076,-1
rhythm,1076,-1,1039,-1,6.65,1.5619,-1
bird,1151,3981,1040,2878,6.64,1.5487,1175
care,239,437,1041,436,6.64,1.6507,388
cat,1060,-1,1042,3789,6.64,1.977,525
cook,2788,2683,1043,3748,6.64,1.495,899
corn,3866,4897,1044,3043,6.64,1.1563,3620
deposits,-1,-1,1045,3587,6.64,1.4107,-1
expert,-1,2726,1046,3834,6.64,1.3211,3359
high,216,275,1047,161,6.64,1.2081,444
holy,924,2221,1048,1271,6.64,1.7815,1050
invite,4576,-1,1049,-1,6.64,1.4251,2359
leading,2617,974,1050,1185,6.64,1.5086,3117
photographer,-1,3465,1051,-1,6.64,1.2898,-1
picture,718,493,1052,1031,6.64,1.3056,776
promising,-1,4373,1053,-1,6.64,1.1205,-1
recover,-1,-1,1054,4941,6.64,1.6258,-1
recovered,-1,4350,1055,4226,6.64,1.3211,-1
recovery,-1,3256,1056,2821,6.64,1.495,3242
salad,-1,-1,1057,-1,6.64,1.7114,1543
shops,-1,2575,1058,-1,6.64,1.2415,4562
solutions,-1,4864,1059,2381,6.64,1.3815,4549
sparks,4346,-1,1060,-1,6.64,1.3056,-1
sport,4149,3018,1061,4909,6.64,1.6874,2792
supreme,3865,1089,1062,1757,6.64,1.3365,-1
theaters,-1,4169,1063,-1,6.64,1.663,-1
tunes,4258,-1,1064,-1,6.64,1.3815,3942
unite,4867,-1,1065,-1,6.64,1.1911,-1
volunteers,-1,4133,1066,-1,6.64,1.4813,-1
simplicity,-1,-1,1067,4809,6.62,1.5246,-1
attained,-1,-1,1068,4127,6.62,1.3981,-1
book's,-1,-1,1069,-1,6.62,1.3686,-1
cameras,-1,4799,1070,-1,6.62,1.2919,-1
chatting,-1,-1,1071,-1,6.62,1.2436,4586
crown,1707,3553,1072,1936,6.62,1.4693,3640
disney,-1,3228,1073,-1,6.62,1.6646,1584
